5
20
-0.0496574	0.0136837	0.0537866
0	0	0
-11.8152	-7.70473	9.27469
-0.0265134	-0.0216716	0.080514
-0.26437	0	0.234771
-2.38091	0	-2.61426
-0.033515	-0.072631	0.0823676
-0.217639	-0.0104738	0.299891
-1.80663	-1.64882	-2.56333
-0.0357459	-0.123871	0.0792925
-0.168633	-0.0244337	0.334218
-1.96297	-3.92195	-0.93822
-0.0361275	-0.174883	0.0736116
-0.137326	-0.0389997	0.346808
-0.594437	-6.11466	0.415432
-0.0357336	-0.225752	0.0670623
-0.113733	-0.0510366	0.341983
-0.809574	-7.20895	0.800693
-0.035376	-0.276546	0.0602367
-0.0515856	-0.058245	0.33932
-4.12487	-6.76663	0.495879
-0.0364526	-0.327258	0.0532218
0.0736782	-0.0617838	0.33926
-6.65598	-4.83877	0.733616
-0.0400542	-0.377831	0.0464619
0.220994	-0.0637861	0.319265
-7.31928	-2.11133	3.20145
-0.0465478	-0.428185	0.0408494
0.359771	-0.065965	0.259832
-6.03633	0.933785	4.9746
-0.0558069	-0.478186	0.0369684
0.469046	-0.0731176	0.187862
-3.16613	3.44352	4.72261
-0.0670609	-0.527787	0.0348386
0.521456	-0.0800547	0.125191
0.664786	4.43312	3.74354
-0.0787684	-0.577222	0.0344464
0.490311	-0.0762597	0.0650448
3.89095	3.85277	3.07309
-0.0891539	-0.626814	0.0360587
0.38383	-0.0644677	-0.00452258
5.2224	2.96446	2.54735
-0.0971338	-0.676607	0.0400263
0.247704	-0.0582231	-0.0827923
4.63205	2.18937	1.77413
-0.102525	-0.726389	0.0464065
0.116318	-0.0617222	-0.156652
3.42072	1.59262	0.662954
-0.105321	-0.775969	0.054882
-0.00850015	-0.0714458	-0.217458
2.47465	1.17361	-0.430887
-0.105294	-0.825146	0.065362
-0.127664	-0.0887266	-0.276722
1.64159	1.1112	-1.12274
-0.101932	-0.873459	0.0785181
-0.236513	-0.1175	-0.343024
0.844686	1.05859	-1.60473
-0.0944157	-0.920879	0.0928001
-0.315082	-0.139095	-0.368623
0.125404	0.718647	-2.3022
20
0.0686964	-0.0108562	0.0653775
0	0	0
46.6761	17.946	44.6443
0.102201	-0.0462115	0.0540884
0.117075	0	0.333619
22.1753	0	67.1929
0.110343	-0.0970959	0.0560955
0.00261951	-0.00820883	0.124624
-3.66475	-0.479981	-2.59955
0.112698	-0.148524	0.0560692
0.0886461	-0.00311856	0.121786
-5.5392	0.0674495	0.545536
0.112141	-0.199917	0.0556304
0.148783	-0.00305824	0.0509885
-1.89347	-0.0953664	4.16531
0.110414	-0.251198	0.0560376
0.175397	-0.00275269	-0.0210969
-0.911622	0.126941	2.90442
0.107834	-0.302349	0.0569598
0.231904	-0.0012787	-0.032472
-3.20034	-1.44839	-0.286553
0.103644	-0.353313	0.0574021
0.332172	0.00182928	0.0188178
-3.77226	1.79525	-1.76051
0.0975862	-0.404012	0.056943
0.417422	-0.0052845	0.0801591
-1.03185	4.61061	-0.0995657
0.090668	-0.454499	0.0565809
0.433854	-0.0100837	0.0757545
1.63493	2.62219	3.13373
0.0840406	-0.504888	0.0581129
0.419907	-0.00843532	0.017935
1.67006	1.21523	4.39279
0.0775719	-0.555049	0.0622773
0.419189	-0.00936702	-0.0453164
0.359955	1.47337	3.24605
0.070604	-0.604815	0.0687051
0.425032	-0.0115877	-0.077318
-0.263873	1.00443	1.17636
0.0630529	-0.654206	0.0765261
0.399623	-0.00473205	-0.0758323
0.588378	1.26386	-0.47491
0.055647	-0.703396	0.0851613
