5
20
0.320544	0.00968747	-0.0589936
1.56436	1.57225	-1.33922
0.0493559	-0.752512	0.0945354
0.188406	0.0259775	-0.0463477
1.80784	1.53174	-1.71005
0.0453289	-0.801545	0.105024
-0.00120553	0.0346296	-0.0517867
1.7511	2.58192	-2.04786
0.0457935	-0.850146	0.117608
-0.252046	0.0163515	-0.0716497
1.38301	0.24003	-1.55044
0.0534316	-0.897595	0.131762
-0.511761	-0.0239067	-0.054901
2.11567	-3.37992	-0.466989
0.0686292	-0.944163	0.141911
-0.669384	-0.0481325	0.0401597
2.0316	-4.62297	-3.07516
20
-0.0252579	0.0177213	-0.04757
0	0	0
-18.6341	-1.75888	-24.4146
-0.0592294	-0.017634	-0.0573648
0.137329	0	-0.512186
7.7188	0	1.91569
-0.0590632	-0.0696478	-0.0552952
0.0617331	0.00589895	-0.46371
5.07543	1.74498	-3.39212
-0.0578649	-0.121569	-0.0541819
0.0310714	0.0174982	-0.288822
0.406746	2.27458	-7.96853
-0.0565156	-0.173385	-0.0547298
0.0250173	0.0292744	-0.14586
-0.894737	1.13192	-2.06547
-0.0553002	-0.225097	-0.0557314
0.0193553	0.0450398	-0.0724819
-1.20896	1.09831	-0.103598
-0.0543739	-0.276712	-0.0569446
0.0284914	0.0631576	0.0180122
-2.33401	2.51034	-3.29776
-0.0541097	-0.328186	-0.0593587
0.0682866	0.0767314	0.178991
-3.67602	5.58898	-7.60324
-0.0549432	-0.379357	-0.0642899
0.127711	0.073468	0.383418
-3.76566	6.82645	-8.22407
-0.0569952	-0.430022	-0.0719976
0.178876	0.064538	0.533467
-2.46531	7.44574	-3.79548
-0.0598856	-0.480253	-0.0813267
0.184593	0.0655622	0.575217
0.411879	5.0184	0.43536
-0.062299	-0.530306	-0.0910549
0.091268	0.0853753	0.546326
5.63997	1.07359	1.36986
-0.0617119	-0.580308	-0.10073
-0.120508	0.111435	0.483138
10.6907	2.85838	2.45097
-0.055737	-0.629975	-0.10977
-0.364289	0.115129	0.365467
9.56361	7.09975	5.19755
-0.0443758	-0.678925	-0.116666
-0.495523	0.113821	0.179912
3.14405	7.65071	7.12609
-0.0303673	-0.727446	-0.119639
-0.444447	0.140523	-0.036736
-3.18418	6.76563	6.80327
-0.0173827	-0.776155	-0.117628
-0.248069	0.180916	-0.220439
-5.93028	6.06511	4.53143
-0.00810543	-0.825153	-0.110992
-0.000296238	0.21225	-0.303968
-5.02164	3.67208	1.66975
-0.00341317	-0.87442	-0.102691
0.220092	0.243078	-0.24837
-3.25461	1.00721	-1.29299
-0.00452052	-0.924244	-0.0977887
0.388632	0.253587	-0.13095
-3.33514	0.114002	-3.32145
20
0.064906	0.0214797	-0.0728622
0	0	0
16.0713	-7.14805	-5.99544
0.0746019	-0.0138757	-0.106862
0.341195	0	0.0927031
-0.884533	0	3.42369
0.0711183	-0.0655863	-0.107445
0.303911	0.0325013	0.0545964
2.30064	0.265629	1.22556
0.0679571	-0.117244	-0.107771
0.295157	0.0586917	0.0290359
0.900533	1.08013	-0.340742
0.0649895	-0.168833	-0.108222
0.275222	0.0796922	0.0198227
3.66584	2.02014	-1.14338
0.0628465	-0.220378	-0.108979
0.243199	0.0934527	0.0136084
2.41805	2.3101	0.066293
0.0612104	-0.271855	-0.1098
0.235498	0.0983656	0.00914001
0.468929	2.53577	-0.891153
0.059741	-0.323253	-0.111008
0.2137	0.0918274	0.0220645
1.25833	1.93628	-1.86698
0.0588119	-0.374572	-0.112822
0.153105	0.0763905	0.0136631
4.05513	-0.491585	-2.87714
0.0593072	-0.425806	-0.114995
0.0528851	0.060924	-0.0235226
7.94743	-3.27634	-2.2058
0.0623235	-0.476914	-0.116343
-0.0666325	0.0484048	-0.132362
9.71904	-2.09421	4.28995
0.0683723	-0.527675	-0.114549
-0.165322	0.0242222	-0.324145
6.15649	1.8716	11.3377
0.076685	-0.577614	-0.107853
-0.165911	-0.0151293	-0.573219
-1.54973	4.44875	12.8315
0.0845532	-0.626423	-0.0954782
-0.0713214	-0.0502301	-0.75482
-6.96834	3.92514	7.67863
0.0898107	-0.67438	-0.0793516
0.0450434	-0.0496865	-0.775601
-6.72247	1.21188	-0.181259
0.0927928	-0.722437	-0.063198
0.0798404	-0.00449349	-0.613176
-1.91471	-0.771363	-6.73556
0.0962995	-0.771445	-0.0506592
-0.011981	0.0463376	-0.313091
3.12922	1.35545	-9.9081
0.103653	-0.821059	-0.0439806
-0.174924	0.0477253	0.0404323
3.46754	7.44467	-9.60318
0.116219	-0.869901	-0.0448213
-0.296662	-0.00799443	0.385735
-2.98361	13.0989	-6.60655
0.128528	-0.917193	-0.056449
-0.262132	-0.075622	0.655541
-6.91113	15.6369	0.750305
20
0.0240631	-0.00966598	0.00444731
0	0	0
4.51644	-20.684	-9.06843
0.0345969	-0.0450213	0.0381969
-0.168374	0	0.0537097
-0.274181	0	-0.839829
0.0306176	-0.0936595	0.0222741
-0.121951	-0.0499711	0.227569
3.68095	0.106186	-2.90365
0.0299374	-0.143562	0.0108611
-0.117334	-0.0649882	0.313343
2.21274	0.750041	0.932055
0.0303412	-0.193949	0.00222077
-0.146708	-0.0699914	0.314923
3.11941	-1.14226	3.13633
0.0319765	-0.24456	-0.00427122
-0.170215	-0.072282	0.291899
1.89428	-2.04385	2.26191
0.0340866	-0.29524	-0.00951505
-0.141155	-0.0768203	0.276898
-1.60641	-2.3148	1.58815
0.0353027	-0.345943	-0.0142731
-0.0438795	-0.0863798	0.282384
-4.28499	-3.29065	-0.97756
0.0344838	-0.396565	-0.01938
0.0914719	-0.101174	0.295431
-5.7209	-3.37429	-0.132028
0.031086	-0.446985	-0.0248403
0.235479	-0.117035	0.256795
-5.05931	-2.96268	4.43955
0.0255964	-0.497257	-0.0292645
0.342806	-0.125946	0.121044
-3.51297	-2.49363	8.93313
0.0187511	-0.547473	-0.0301765
0.416469	-0.139073	-0.0687187
-1.84576	-1.22965	8.01222
0.0109241	-0.597357	-0.0267127
0.416952	-0.148966	-0.172998
0.536463	-0.741212	3.90814
0.00350264	-0.646977	-0.0206839
0.354912	-0.142457	-0.205252
1.93609	-0.0149869	1.21891
-0.00247026	-0.696486	-0.0130742
0.246212	-0.125156	-0.203343
2.46688	0.797861	0.0190959
-0.00622226	-0.745866	-0.00395017
0.107235	-0.108386	-0.191321
2.21688	0.860565	-0.494883
-0.00714598	-0.794994	0.00667639
-0.0496924	-0.0978531	-0.162966
1.50673	-0.252883	-1.1378
-0.0037526	-0.8436	0.0187523
-0.24028	-0.104345	-0.126963
1.16138	-1.43556	-1.42197
0.00710602	-0.890771	0.0317875
-0.455881	-0.143961	-0.0739393
1.22347	-1.97661	-1.60241
0.0255321	-0.93662	0.03982
-0.585962	-0.181809	0.0296572
0.503198	-2.94388	-3.20376
