100
6
20,20,20,20,20,20,
0.00259331,-0.0156171,-0.000634022,0.0102885,-0.0234388,-0.0494152,-0.00616764,-0.0723665,-0.051181,-0.0224544,-0.12137,-0.0516562,-0.0388256,-0.170427,-0.0509361,-0.0546908,-0.219334,-0.0488854,-0.0690653,-0.2683,-0.0452183,-0.080971,-0.317515,-0.0396985,-0.0895221,-0.366936,-0.0321119,-0.0939045,-0.416389,-0.0222594,-0.0934975,-0.465524,-0.0105009,-0.0879073,-0.514124,0.00215943,-0.0766332,-0.561896,0.0144771,-0.0591109,-0.6081,0.0250861,-0.0351913,-0.651933,0.0324028,-0.00585951,-0.693034,0.0349091,0.0272525,-0.731294,0.0321924,0.0620588,-0.767042,0.023569,0.0955327,-0.801157,0.0074727,0.120513,-0.835367,-0.0194656,
0.0203368,0.000908688,0.0735717,0.0263971,-0.00691304,0.0245606,0.0135345,-0.0570578,0.024618,-0.000155828,-0.106707,0.0250356,-0.013462,-0.156335,0.0259939,-0.026331,-0.206055,0.027882,-0.0379989,-0.256038,0.0308877,-0.0475775,-0.306188,0.035235,-0.0548134,-0.356364,0.0413942,-0.0596929,-0.406439,0.0499482,-0.0618952,-0.456134,0.0611232,-0.0606778,-0.505265,0.0744099,-0.0551224,-0.553752,0.0886407,-0.0444614,-0.601394,0.102482,-0.0281365,-0.647681,0.114923,-0.00605138,-0.691827,0.125392,0.0211885,-0.733324,0.133413,0.0523168,-0.772429,0.137981,0.0852679,-0.810193,0.136533,0.113317,-0.84931,0.122747,
-0.0564142,0.00838725,-0.0523949,-0.012271,0.000565526,-0.0745353,-0.0182064,-0.0494199,-0.0879389,-0.0258668,-0.0988247,-0.101663,-0.0347129,-0.148192,-0.114385,-0.0448328,-0.197662,-0.125675,-0.0564405,-0.247154,-0.134836,-0.0693585,-0.296548,-0.14089,-0.0827313,-0.34588,-0.143171,-0.0952163,-0.395218,-0.141426,-0.10562,-0.444522,-0.135607,-0.113165,-0.493516,-0.125686,-0.11739,-0.541752,-0.111674,-0.117948,-0.588781,-0.093695,-0.114495,-0.634082,-0.0719705,-0.106888,-0.677229,-0.0469133,-0.0949319,-0.717965,-0.0195899,-0.0782211,-0.756098,0.008659,-0.0552282,-0.792348,0.0345613,-0.0223201,-0.82716,0.0489204,
0.0733062,0.00164876,-0.0649655,0.0809032,-0.00617296,-0.0161689,0.0947488,-0.0557225,-0.0187567,0.110167,-0.104486,-0.0235366,0.125644,-0.153097,-0.030447,0.139003,-0.202231,-0.0378897,0.149875,-0.251803,-0.0456427,0.158378,-0.301365,-0.0546597,0.16418,-0.350781,-0.0650308,0.166601,-0.400378,-0.0758278,0.164672,-0.450159,-0.0861812,0.157381,-0.499563,-0.0954986,0.144077,-0.547954,-0.10285,0.124734,-0.59454,-0.106737,0.100031,-0.638477,-0.10572,0.0712458,-0.679277,-0.0989851,0.0401963,-0.716934,-0.0862629,0.00921479,-0.751878,-0.0673101,-0.0185474,-0.784676,-0.0412348,-0.0357938,-0.817677,-0.00769424,
-0.052427,-0.00188986,0.0509026,-0.0486728,-0.00971158,0.100144,-0.0331984,-0.0588705,0.10105,-0.0186214,-0.108198,0.101287,-0.00407919,-0.157367,0.10009,0.0107105,-0.206324,0.0960732,0.0243653,-0.255283,0.0891834,0.0353364,-0.304557,0.0805557,0.0426973,-0.354323,0.0711217,0.0458285,-0.40425,0.0610729,0.0441569,-0.454075,0.0505696,0.0371506,-0.503524,0.040304,0.0244292,-0.55203,0.0312046,0.0058413,-0.598822,0.0238731,-0.0187259,-0.642964,0.0188802,-0.0482301,-0.684098,0.0173885,-0.0812153,-0.722309,0.0193229,-0.116263,-0.758089,0.0250091,-0.151427,-0.791937,0.0375336,-0.179002,-0.825969,0.0622748,
0.0735214,-0.00698492,0.0249786,0.0379862,-0.0148066,-0.00931522,0.0281469,-0.0653803,-0.00736815,0.0174238,-0.115503,-0.00251043,0.00749143,-0.165581,0.00357373,-0.000900866,-0.215653,0.0105543,-0.00742498,-0.265773,0.01852,-0.0114221,-0.316036,0.0269764,-0.0120649,-0.366411,0.0352879,-0.0086933,-0.416702,0.0429503,-0.000858674,-0.466576,0.0494557,0.0118172,-0.515536,0.0542141,0.0296008,-0.562917,0.056575,0.0524302,-0.608078,0.0560489,0.079984,-0.650392,0.0523564,0.111387,-0.689476,0.0450101,0.145238,-0.725296,0.0334874,0.180018,-0.758138,0.0174201,0.213553,-0.788963,-0.00398686,0.238176,-0.821417,-0.0333071,

0.00259331,-0.0156171,-0.000634022,0.0180791,-0.0234388,-0.0475276,0.0010906,-0.0720015,-0.0513774,-0.015253,-0.120765,-0.0535957,-0.0312704,-0.169403,-0.0545687,-0.0469594,-0.21794,-0.0542848,-0.0617468,-0.266666,-0.0525077,-0.0746679,-0.315865,-0.0488951,-0.084653,-0.365701,-0.0430393,-0.0905673,-0.415724,-0.0344838,-0.0915564,-0.465318,-0.0232313,-0.0872022,-0.514061,-0.0101282,-0.0771844,-0.561616,0.00355204,-0.0610574,-0.607549,0.016488,-0.0385265,-0.651201,0.0271191,-0.0103488,-0.692188,0.0337154,0.0219424,-0.73046,0.035554,0.0567633,-0.766087,0.031876,0.0915957,-0.799912,0.0209846,0.120045,-0.833943,-0.00154742,
0.0203368,0.000908688,0.0735717,0.0324606,-0.00691304,0.0256986,0.0192175,-0.0567565,0.0248288,0.00608935,-0.10652,0.0244714,-0.00697604,-0.156187,0.02452,-0.0195777,-0.205883,0.0252664,-0.0313255,-0.255649,0.0270745,-0.0413391,-0.305532,0.0301814,-0.0490277,-0.355546,0.0349659,-0.054292,-0.405532,0.042025,-0.0570502,-0.455191,0.0519005,-0.0568405,-0.504134,0.0645425,-0.0528502,-0.552212,0.0791101,-0.0442104,-0.599486,0.0943296,-0.0301513,-0.645719,0.108959,-0.0102,-0.690217,0.122189,0.0154635,-0.732229,0.133466,0.045836,-0.77159,0.141885,0.079146,-0.809196,0.144919,0.109279,-0.848147,0.135249,
-0.0564142,0.00838725,-0.0523949,-0.0100644,0.000565526,-0.0694395,-0.0149622,-0.0493137,-0.0837374,-0.0209319,-0.0989257,-0.097674,-0.028365,-0.148224,-0.11109,-0.0369481,-0.197586,-0.123204,-0.0467238,-0.246927,-0.133483,-0.0578978,-0.296166,-0.141133,-0.0702716,-0.345335,-0.14523,-0.0828716,-0.394609,-0.145098,-0.094318,-0.443994,-0.140412,-0.103504,-0.493135,-0.13111,-0.109813,-0.541541,-0.117303,-0.11286,-0.588724,-0.0992143,-0.112293,-0.634187,-0.0770687,-0.107934,-0.677427,-0.0512381,-0.0995687,-0.718169,-0.0225747,-0.0867316,-0.756207,0.00792306,-0.0678884,-0.79236,0.0372665,-0.0378936,-0.827814,0.0559835,
0.0733062,0.00164876,-0.0649655,0.0741433,-0.00617296,-0.0155882,0.0891557,-0.0557454,-0.0166763,0.10394,-0.104883,-0.0192308,0.11963,-0.153422,-0.0240781,0.13435,-0.202014,-0.030447,0.146589,-0.250947,-0.0372686,0.156195,-0.300226,-0.0448523,0.1631,-0.349771,-0.0539347,0.166725,-0.399485,-0.064183,0.166162,-0.449239,-0.074635,0.16035,-0.498639,-0.0846446,0.148456,-0.547017,-0.0935138,0.130138,-0.593763,-0.0999736,0.105673,-0.638148,-0.10243,0.0762287,-0.679362,-0.0996587,0.0437022,-0.717195,-0.0910957,0.010443,-0.75214,-0.0762928,-0.0203892,-0.784949,-0.0540145,-0.0413358,-0.81796,-0.0227586,
-0.052427,-0.00188986,0.0509026,-0.0573032,-0.00971158,0.100046,-0.0398222,-0.0583821,0.102934,-0.0242159,-0.107659,0.104643,-0.00952061,-0.157205,0.105323,0.00509933,-0.206593,0.103823,0.019157,-0.255749,0.0992031,0.031172,-0.305034,0.0918488,0.039794,-0.354629,0.0828399,0.0442046,-0.404543,0.0727836,0.0437345,-0.454446,0.0618791,0.0377926,-0.503824,0.0505926,0.0259919,-0.552154,0.0397762,0.00842449,-0.598798,0.0303014,-0.0150554,-0.642965,0.0226314,-0.0440008,-0.684166,0.0177063,-0.0769211,-0.722369,0.0158856,-0.112332,-0.758027,0.0174031,-0.148506,-0.791903,0.0252799,-0.178959,-0.825963,0.0458702,
0.0735214,-0.00698492,0.0249786,0.042539,-0.0148066,-0.013478,0.0311394,-0.0653779,-0.0119541,0.0202619,-0.115881,-0.00942277,0.00963351,-0.166037,-0.00483725,0.000288804,-0.216281,0.00104909,-0.00708631,-0.266504,0.00806761,-0.0119826,-0.316743,0.0160391,-0.0136235,-0.367055,0.0244025,-0.011202,-0.417233,0.0325773,-0.00412942,-0.467008,0.0400701,0.00802912,-0.515977,0.0463157,0.0255612,-0.563497,0.0506033,0.0483071,-0.608831,0.0523086,0.0759767,-0.651209,0.0512585,0.107829,-0.69011,0.0470603,0.142502,-0.725606,0.0390523,0.178542,-0.758166,0.0265525,0.21391,-0.788722,0.0084681,0.241662,-0.820659,-0.0183068,

0.00259331,-0.0156171,-0.000634022,0.0232454,-0.0234388,-0.0454928,0.00883362,-0.0717848,-0.0507315,-0.00734161,-0.119864,-0.0548697,-0.0232216,-0.168396,-0.0576317,-0.0387343,-0.217014,-0.0590886,-0.0537023,-0.265928,-0.0590916,-0.0672731,-0.315226,-0.0572481,-0.0782703,-0.364811,-0.0530556,-0.0855716,-0.414512,-0.0459803,-0.0882262,-0.463975,-0.0357172,-0.0856054,-0.512716,-0.0226595,-0.0773207,-0.560374,-0.00784226,-0.0630221,-0.606416,0.00737756,-0.0422879,-0.650168,0.0213995,-0.0154801,-0.691364,0.0322712,0.0160688,-0.730084,0.0388752,0.0513332,-0.766118,0.0402318,0.0879785,-0.800105,0.034245,0.119088,-0.834385,0.0150296,
0.0203368,0.000908688,0.0735717,0.038335,-0.00691304,0.0275838,0.0253861,-0.0564479,0.0256367,0.0127055,-0.106011,0.024301,0.000100085,-0.155542,0.0234645,-0.0121637,-0.205072,0.023174,-0.0237918,-0.254611,0.0237969,-0.0341411,-0.304275,0.0256526,-0.0424195,-0.354168,0.0290852,-0.0482898,-0.40421,0.0346916,-0.0517326,-0.454078,0.0432503,-0.0525219,-0.503289,0.0551687,-0.0499653,-0.551535,0.0699675,-0.0431314,-0.598767,0.0863732,-0.0311717,-0.644901,0.102956,-0.0134587,-0.689366,0.118714,0.0101007,-0.731363,0.133016,0.0389003,-0.770602,0.145031,0.071625,-0.807844,0.152343,0.10314,-0.846405,0.147123,
-0.0564142,0.00838725,-0.0523949,-0.00830096,0.000565526,-0.0635275,-0.012176,-0.0483265,-0.0786509,-0.0165949,-0.0974341,-0.092776,-0.0222176,-0.14658,-0.10644,-0.0290879,-0.195841,-0.119254,-0.0371133,-0.245357,-0.130613,-0.0466119,-0.294981,-0.139774,-0.0578202,-0.344593,-0.145656,-0.0701901,-0.394241,-0.147214,-0.0823916,-0.443826,-0.143827,-0.0931004,-0.493047,-0.135377,-0.10148,-0.541492,-0.122048,-0.10705,-0.58873,-0.104112,-0.109453,-0.634266,-0.0818389,-0.108465,-0.677547,-0.0556117,-0.103851,-0.718263,-0.026065,-0.0950395,-0.756187,0.0060616,-0.0805988,-0.792161,0.0382298,-0.0540396,-0.828105,0.061055,
0.0733062,0.00164876,-0.0649655,0.0685946,-0.00617296,-0.0158064,0.0828765,-0.0549986,-0.0152704,0.0974837,-0.103941,-0.0158504,0.112759,-0.152677,-0.0183505,0.128244,-0.201201,-0.0230559,0.141998,-0.250247,-0.028923,0.152949,-0.299746,-0.0354349,0.160945,-0.349481,-0.0432763,0.165639,-0.399351,-0.0527219,0.166247,-0.449084,-0.0630849,0.161763,-0.498387,-0.0736466,0.151209,-0.546815,-0.0837992,0.134012,-0.593635,-0.092473,0.110324,-0.637988,-0.0981346,0.0811181,-0.679175,-0.0993713,0.0480974,-0.716978,-0.0952677,0.0133848,-0.751896,-0.0850473,-0.0200692,-0.784854,-0.067096,-0.0447688,-0.818066,-0.0387486,
